deg4_strategy0000 4 residual_evaluation 28.914836542039204
deg4_strategy0001 4 residual_evaluation 28.786116077171844
deg4_strategy0002 4 residual_evaluation 27.296327222554076
deg4_strategy0003 4 residual_evaluation 27.37324618019523
deg4_strategy0004 4 residual_evaluation 25.07894009635136
deg4_strategy0005 4 residual_evaluation 25.15784382523873
deg4_strategy0006 4 residual_evaluation 21.215661945490687
deg4_strategy0007 4 residual_evaluation 21.03963004393431
deg4_strategy0008 4 residual_evaluation 20.739215200594472
deg4_strategy0009 4 residual_evaluation 20.718025877826648
deg4_strategy0010 4 residual_evaluation 20.854223109234244
deg4_strategy0011 4 residual_evaluation 20.745480964742892
deg4_strategy0012 4 residual_evaluation 20.20386987698219
deg4_strategy0013 4 residual_evaluation 20.168202063150176
deg4_strategy0014 4 residual_evaluation 19.880871408831737
deg4_strategy0015 4 residual_evaluation 19.782682592961823
deg4_strategy0016 4 residual_evaluation 19.309928981985856
deg4_strategy0017 4 residual_evaluation 18.81085903460431
deg4_strategy0018 4 residual_evaluation 18.760362894657337
deg4_strategy0019 4 residual_evaluation 18.825757795546068
deg4_strategy0020 4 residual_evaluation 18.690789606334594
deg4_strategy0021 4 residual_evaluation 18.641310046553446
deg4_strategy0022 4 residual_evaluation 18.88836574329448
deg4_strategy0023 4 residual_evaluation 18.787929457000736
deg4_strategy0024 4 residual_evaluation 18.814595151766436
deg4_strategy0025 4 residual_evaluation 18.757326021885202
deg4_strategy0026 4 residual_evaluation 17.35397475104736
deg4_strategy0027 4 residual_evaluation 17.478313511009237
deg4_strategy0028 4 residual_evaluation 16.981901761015838
deg4_strategy0029 4 residual_evaluation 17.03799517396567
deg4_strategy0030 4 residual_evaluation 16.618699738769656
deg4_strategy0031 4 residual_evaluation 16.9878146794563
deg4_strategy0032 4 residual_evaluation 16.819390048237306
deg4_strategy0033 4 residual_evaluation 16.80586436819416
deg4_strategy0034 4 residual_evaluation 16.596788034032823
deg4_strategy0035 4 residual_evaluation 16.865751071176543
deg4_strategy0036 4 residual_evaluation 16.850575324537054
deg4_strategy0037 4 residual_evaluation 16.368576520489924
deg4_strategy0038 4 residual_evaluation 16.329875983350362
deg4_strategy0039 4 residual_evaluation 16.33067738107672
deg4_strategy0040 4 residual_evaluation 16.26328657394992
deg4_strategy0041 4 residual_evaluation 16.564884862857824
deg4_strategy0042 4 residual_evaluation 16.89552481692433
deg4_strategy0043 4 residual_evaluation 16.811524645611254
deg4_strategy0044 4 residual_evaluation 15.857696029794866
deg4_strategy0045 4 residual_evaluation 15.668974335136726
deg4_strategy0046 4 residual_evaluation 15.975069640797507
deg4_strategy0047 4 residual_evaluation 16.062859632424562
deg4_strategy0048 4 residual_evaluation 15.095765630688737
deg4_strategy0049 4 residual_evaluation 14.987158359826916
deg4_strategy0050 4 residual_evaluation 15.15365142529533
deg4_strategy0051 4 residual_evaluation 14.41769845634266
deg4_strategy0052 4 residual_evaluation 14.325582858587321
deg4_strategy0053 4 residual_evaluation 14.414271576910732
deg4_strategy0054 4 residual_evaluation 14.121689483059358
deg4_strategy0055 4 residual_evaluation 14.27016705866571
deg4_strategy0056 4 residual_evaluation 14.155684579775654
deg4_strategy0057 4 residual_evaluation 14.415824680200656
deg4_strategy0058 4 residual_evaluation 14.439354239334211
deg4_strategy0059 4 residual_evaluation 14.354897226219567
deg4_strategy0060 4 residual_evaluation 14.013167840020731
deg4_strategy0061 4 residual_evaluation 14.41151844321232
deg4_strategy0062 4 residual_evaluation 14.033806682396909
deg4_strategy0063 4 residual_evaluation 14.18315993093047
deg4_strategy0064 4 residual_evaluation 14.404304462291838
deg4_strategy0065 4 residual_evaluation 14.136056222353657
deg4_strategy0066 4 residual_evaluation 14.316890850582423
deg4_strategy0067 4 residual_evaluation 14.189657566523545
deg4_strategy0068 4 residual_evaluation 14.45981840931552
deg4_strategy0069 4 residual_evaluation 13.882841934331323
deg4_strategy0070 4 residual_evaluation 14.188075255028135
deg4_strategy0071 4 residual_evaluation 13.832266433035754
deg4_strategy0072 4 residual_evaluation 14.079695663871965
deg4_strategy0073 4 residual_evaluation 13.957420745327852
deg4_strategy0074 4 residual_evaluation 14.147798937542175
deg4_strategy0075 4 residual_evaluation 13.915262760605422
deg4_strategy0076 4 residual_evaluation 13.816980208033899
deg4_strategy0077 4 residual_evaluation 14.181625559080294
deg4_strategy0078 4 residual_evaluation 14.058221181343917
deg4_strategy0079 4 residual_evaluation 12.839338537183789
deg4_strategy0080 4 residual_evaluation 13.147983611971688
deg4_strategy0081 4 residual_evaluation 13.209503646440332
deg4_strategy0082 4 residual_evaluation 12.477766133374358
deg4_strategy0083 4 residual_evaluation 12.850271801015912
deg4_strategy0084 4 residual_evaluation 12.663441741557138
deg4_strategy0085 4 residual_evaluation 12.71094515181195
deg4_strategy0086 4 residual_evaluation 12.57058795040682
deg4_strategy0087 4 residual_evaluation 12.888045324091083
deg4_strategy0088 4 residual_evaluation 12.907272220951395
deg4_strategy0089 4 residual_evaluation 12.693912184434208
deg4_strategy0090 4 residual_evaluation 12.785202005772998
deg4_strategy0091 4 residual_evaluation 12.907914105547931
deg4_strategy0092 4 residual_evaluation 12.739893784112773
deg4_strategy0093 4 residual_evaluation 12.640992548580334
deg4_strategy0094 4 residual_evaluation 12.674077365547818
deg4_strategy0095 4 residual_evaluation 12.3204554947976
deg4_strategy0096 4 residual_evaluation 12.413198595873704
deg4_strategy0097 4 residual_evaluation 12.35670351433441
deg4_strategy0098 4 residual_evaluation 12.380987588364926
deg4_strategy0099 4 residual_evaluation 12.506625356564644
deg4_strategy0100 4 residual_evaluation 12.257501629249035
